"tmID","year","rank","homeWon","homeLost","awayWon","awayLost","neutWon","neutLoss","won","lost","games"
"INK","1947","4","17","10","5","25","2","0","24","35","59"
"MNL","1947","1","23","5","15","11","5","1","43","17","60"
"OSH","1947","3","20","8","8","20","1","3","29","31","60"
"ROC","1947","1","26","4","17","11","1","1","44","16","60"
"SHE","1947","5","13","14","8","21","2","2","23","37","60"
"SYR","1947","4","15","14","7","19","2","3","24","36","60"
"TOL","1947","5","15","13","6","22","1","2","22","37","59"
"TRI","1947","2","17","9","11","19","2","2","30","30","60"
"ATC","1947","1","3","0","0","1","4","0","7","1","8"
"BIR","1947","3","5","0","0","2","0","0","5","2","7"
"CHG","1947","1","1","0","7","0","0","0","8","0","8"
"CHT","1947","4","3","1","0","2","0","0","3","3","6"
"GRR","1947","3","2","1","1","2","0","0","3","3","6"
"HMV","1947","7","2","0","0","0","0","0","2","0","2"
"KCB","1947","6","1","2","0","2","0","1","1","5","6"
"LOU","1947","4","1","2","0","2","1","0","2","4","6"
"NOL","1947","5","0","1","3","4","0","0","3","5","8"
"OKD","1947","6","1","1","1","1","0","1","2","3","5"
"OMA","1947","5","1","3","1","0","0","1","2","4","6"
"SPR","1947","8","1","2","0","5","0","0","1","7","8"
"STJ","1947","8","1","3","0","2","0","1","1","6","7"
"STP","1947","2","1","1","5","2","0","0","6","3","9"
"TUL","1947","2","3","1","4","1","0","1","7","3","10"
"WAT","1947","7","1","4","0","1","0","0","1","5","6"
"AND","1946","5","16","6","8","14","0","0","24","20","44"
"CHG","1946","3","15","7","11","11","0","0","26","18","44"
"DTG","1946","6","4","18","0","22","0","0","4","40","44"
"FTW","1946","2","17","5","8","14","0","0","25","19","44"
"INK","1946","2","19","3","8","14","0","0","27","17","44"
"OSH","1946","1","19","3","9","13","0","0","28","16","44"
"ROC","1946","1","19","3","12","10","0","0","31","13","44"
"SHE","1946","4","20","2","6","16","0","0","26","18","44"
"SYR","1946","4","14","8","7","15","0","0","21","23","44"
"TOL","1946","3","13","9","8","14","0","0","21","23","44"
"TRI","1946","5","12","10","7","15","0","0","19","25","44"
"YOU","1946","6","10","12","2","20","0","0","12","32","44"
"CAT","1945","4","4","11","0","18","0","0","4","29","33"
"CHG","1945","3","10","7","7","10","0","0","17","17","34"
"FTW","1945","1","14","3","12","5","0","0","26","8","34"
"INK","1945","4","4","11","6","11","0","0","10","22","32"
"OSH","1945","2","13","5","6","10","0","0","19","15","34"
"ROC","1945","2","14","3","10","7","0","0","24","10","34"
"SHE","1945","1","12","6","9","7","0","0","21","13","34"
"YOU","1945","3","9","8","4","12","0","0","13","20","33"
"CAT","1944","2","8","7","5","10","0","0","13","17","30"
"CHG","1944","2","11","4","3","12","0","0","14","16","30"
"FTW","1944","1","14","1","11","4","0","0","25","5","30"
"OSH","1944","3","10","6","2","12","0","0","12","18","30"
"PTR","1944","3","5","9","2","14","0","0","7","23","30"
"SHE","1944","1","12","3","7","8","0","0","19","11","30"
"CCB","1943","4","3","6","0","9","0","0","3","15","18"
"FTW","1943","1","9","2","9","2","0","0","18","4","22"
"OSH","1943","3","6","5","1","10","0","0","7","15","22"
"SHE","1943","2","8","3","6","5","0","0","14","8","22"
"CHF","1942","4","5","6","3","9","0","0","8","15","23"
"FTW","1942","1","10","2","7","4","0","0","17","6","23"
"OSH","1942","3","7","5","4","7","0","0","11","12","23"
"SHE","1942","2","9","4","3","7","0","0","12","11","23"
"TCH","1942","5","0","0","0","4","0","0","0","4","4"
"AGW","1941","3","11","2","4","7","0","0","15","9","24"
"CHB","1941","6","4","6","3","8","0","0","8","15","23"
"FTW","1941","2","11","3","4","6","0","0","15","9","24"
"INK","1941","4","10","1","2","10","0","0","12","11","23"
"OSH","1941","1","13","1","7","3","0","0","20","4","24"
"SHE","1941","5","8","5","2","9","0","0","10","14","24"
"TCH","1941","7","2","4","0","16","0","0","3","21","24"
"AFS","1940","3","7","5","6","6","0","0","13","11","24"
"AGW","1940","6","6","6","5","7","0","0","11","13","24"
"CHB","1940","5","8","4","3","9","0","0","11","13","24"
"DTE","1940","4","8","4","4","8","0","0","12","12","24"
"HAM","1940","7","6","6","0","12","0","0","6","18","24"
"OSH","1940","1","11","1","7","5","0","0","18","6","24"
"SHE","1940","2","7","5","6","6","0","0","13","11","24"
"AFS","1939","1","10","3","8","6","0","0","18","9","27"
"AGW","1939","3","8","6","6","8","0","0","14","14","28"
"CHB","1939","3","10","4","4","10","0","0","14","14","28"
"DTE","1939","2","12","2","5","8","0","0","17","10","27"
"HAM","1939","4","7","7","2","12","0","0","9","19","28"
"INK","1939","4","6","8","3","11","0","0","9","19","28"
"OSH","1939","1","12","2","3","11","0","0","15","13","28"
"SHE","1939","2","11","3","4","10","0","0","15","13","28"
"AFS","1938","1","11","2","13","1","0","0","24","3","27"
"AGW","1938","2","7","7","7","7","0","0","14","14","28"
"CWH","1938","3","9","5","5","9","0","0","14","14","28"
"HAM","1938","4","4","10","0","14","0","0","4","24","28"
"INK","1938","2","9","4","4","9","0","0","13","13","26"
"OSH","1938","1","10","4","7","7","0","0","17","11","28"
"PGP","1938","4","9","5","4","9","0","0","13","14","27"
"SHE","1938","3","7","7","4","10","0","0","11","17","28"
"AFS","1937","1","8","1","5","3","0","0","14","4","18"
"AGW","1937","2","8","1","5","4","0","0","13","5","18"
"BFB","1937","4","2","2","1","4","0","0","3","6","9"
"CNC","1937","5","3","1","0","5","0","0","3","7","10"
"COL","1937","6","1","3","0","7","0","0","1","12","13"
"DYM","1937","7","2","4","0","5","0","0","2","11","13"
"FWE","1937","3","9","1","2","6","0","0","13","7","20"
"INK","1937","4","4","2","0","6","0","0","4","9","13"
"KNK","1937","6","1","4","0","7","0","0","3","11","14"
"OSH","1937","1","9","1","2","1","0","0","12","2","14"
"PGP","1937","3","5","1","3","4","0","0","8","5","13"
"WAR","1937","5","2","3","1","6","0","0","3","9","12"
"WHT","1937","2","7","0","5","3","0","0","12","3","15"
